Collection Period,"Department/
Agency Name",Agency Short Name,Project ID,Project Title,Government Domain,ICT Project Category,Description,Stage,Benefit Category  ( Benefit Type),Date of Closure/ Postponement,PM Methodologies,Initiation Start Date,Planned Initiation End Date,Revised Initiation End Date,Business Case Approval Date,Planned Initiation Cost,Revised initiation Cost,Planned Delivery Start Date,Revised Delivery Start Date,Planned Delivery End Date,Revised Delivery End Date,Planned Delivery Cost,Revised Delivery Cost,Q1 21-22,Q2 21-22,Q3 21-22,Q4 21-22,Q1 22-23 (Current),Reporting  Comments
Q1 22-23,Peter MacCallum Cancer Centre,Peter MAC,2884,People Systems,Health,"Human Capital / Workforce Management ,Human Resources",The People Systems Program will deliver HRIS and Payroll systems to increase efficiency and improve data security and integrity by eliminating paper timesheets and manual processes.,Delivery,"Cost Reduction (Financial), Efficiency/Productivity (Non Financial)",,PRINCE2,01-07-19,30-11-19,30-06-21,30-06-21,"$40,000","$377,350",19-07-21,,30-06-22,07-10-22,"$2,572,000","$2,615,650",Green,Green,Green,Red,Green,"Project has been delivered successfully. 
HyperCare has commenced."
Q1 22-23,Department of Education and Training,DET,2886,FSD-Oracle Cloud Program,Education,"Analyses and Statistics ,Systems Management,Financial Management","The project will deliver integrated Cloud applications to meet WoVG Finance Statement of Directions improving information consolidation and analysis across government utilising common application tools, reducing ongoing maintenance and costs.",Delivery,"Compliance (Non Financial), Increased Quality (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),29-07-19,30-06-20,30-09-20,02-11-20,$0,"$3,391,959",02-11-20,,01-11-21,31-03-23,"$2,861,041","$5,324,616",Red,Amber,Green,Green,Green,"The program is focussed on supporting the business as usual and hypercare activities for the recent deployment of Oracle Source to Contract and Purchase to Pay modules. 
The planning phase for ERP Finance Cloud has commenced.  This includes mapping of tasks and timelines, defining resourcing and budget requirements, understanding the business AS-IS processes and direction for related Chart of Accounts commitments."
Q1 22-23,Essential Services Commission,ESC,2899,VEU system development based on Dynamics 365 platform,Environment and Water,"Analyses and Statistics ,Customer Relationship Management,Development and Integration",Develop and configure the new Victorian Energy Upgrades (VEU) System on Dynamics 365 platform according to the detailed business requirements utilising the Microsoft Azure Cloud services and Office 365 ecosystem.,Delivery,"Compliance (Non Financial), Customer Satisfaction (Non Financial), Eco Improvement (Non Financial), Efficiency/Productivity (Non Financial), Risk Reduction (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),16-04-18,26-09-19,,26-09-19,"$48,822",,28-10-19,28-10-19,30-10-20,30-06-22,"$2,291,878","$2,606,056",Green,Green,Amber,Red,Red,"Project status update to red.  Vendor reported that additional time and cost required to complete the agreed scope for Phase 1. Project undergoing review that will inform the next stages and future procurement.

The project will be rebaselined during the next reporting period and a delivery schedule will be updated"
Q1 22-23,Bendigo Kangan Institute of TAFE,BKI TAFE,2903,Student Journey Transformation,Education,"Customer Relationship Management,Data Management,Development and Integration ,Records Management ,Reporting","The program will deliver capability and user experience improvements across the end-to-end student lifecycle. The program is necessary to transform people, process and systems from a highly manual environment, using complex and out of date systems.",Delivery,"Cost Reduction (Financial), Increased Revenue (Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),07-01-19,20-12-19,,20-12-19,"$2,174,000","$1,700,000",06-01-20,,30-09-22,31-05-23,"$1,966,000","$29,228,000",Green,Green,Green,Green,Green,Project is tracking green overall.
Q1 22-23,Department of Justice and Community Safety,DJCS,2905,DJR Legacy Server Consolidation,Law and Justice,Systems Management,The Legacy Server Consolidation program will be responsible for the upgrade of all Windows 2003/2008 & Solaris 8/9 servers. The legacy hardware poses a high risk and this project aims to ensure a compliant and secure system.,Delivery,"Compliance (Non Financial), Risk Reduction (Non Financial)",,Project Management Excellence,01-07-19,30-09-19,,30-09-19,$0,,01-10-19,,31-12-20,30-11-22,"$1,894,400","$2,000,048",Amber,Amber,Amber,Red,Red,"The delivery end date has now been revised to November 2022. 

DJCS has decommissioned all Windows 2003 & 2008 servers within its scope, and is collaborating with teams who have  dependencies to complete the remediation activities on the remaining servers."
Q1 22-23,Department of Justice and Community Safety,DJCS,2906,Prison Industries Enhancement Phase 2 Project,Law and Justice,Management of Process,"The primary purpose of the PIE project is to deliver value for money prison services by exploring ICT opportunities for Prison Industries (PI) cost recovery, as well as through promoting PI as a preferred supplier to internal business units.",Delivery,"Cost Reduction (Financial), Increased Revenue (Financial), Social Improvement (Non Financial)",,Project Management Excellence,02-09-19,27-03-20,30-04-20,01-05-20,$0,,04-05-20,29-10-20,30-10-20,31-01-23,"$2,140,000","$3,582,310",Green,Green,Green,Amber,Green,"Delivery is complete for two of the three solutions. Overall the project is on track against scope and budget.
The schedule has been impacted by an unresolved production incident with the third solution, which is impacting the rate of rollout. The revised forecast has been endorsed by the Project Control Group."
Q1 22-23,Dental Health Services Victoria,DHSV,2909,Mobile Diagnostic Imaging,Health,Records Management,"The objective of this project is to enable Public Oral Health providers to access diagnostic images acquired from School Dental Program in a timely manner, and at the point of care.",Delivery,Social Improvement (Non Financial),,PRINCE2,28-06-19,30-09-20,30-11-21,30-11-21,$0,"$200,000",01-12-21,,28-02-23,23-06-23,"$2,972,693",,,,Amber,Red,Amber,The Steering Committee endorsed the rebaselined schedule. The project is experiencing minor delays to the rebaselised schedule. The project is running project activities in parallel to minimize the delays.
Q1 22-23,Peninsula Health,PEN Health,2926,Peninsula Health Enhanced eReferral Project,Health,Systems Management,Replace UNITI within Community Health and Rehabilitation Ageing Pain and Palliative Care Services by expanding the use of MasterCare in PH (subject to procurement rules) to deliver secure messaging capability (across PH GP�s and other external party),Closed - Completed,"Compliance (Non Financial), Customer Satisfaction (Non Financial), Increased Revenue (Financial), Workforce Satisfaction (Non Financial)",30-09-22,PRINCE2,25-11-19,12-05-20,,12-05-20,,,12-05-20,,03-08-21,23-09-22,"$1,349,000","$1,774,000",Green,Amber,Amber,Green,Green,The application is live within our NDIS and FMHiCH services and is awaiting further rollout.  The rollout will be subject to separate small rollout project which brings this project to its conclusion.
Q1 22-23,Department of Transport,DOT,2929,DTRS Critical Service Continuity,Transport and Vehicles,Systems Management,The Digital Train Radio System (DTRS) supports safety-critical mobile radio communications for Melbourne metropolitan train services.,Delivery,"Increased Quality (Non Financial), Risk Reduction (Non Financial)",,PTV Investment Lifecycle,28-10-19,31-08-20,16-12-19,16-12-19,$0,,16-12-19,,01-01-23,28-02-23,"$83,000,000",,Amber,Amber,Amber,Amber,Amber,"Overall project status is reported amber due to Schedule delays. 
Radio sites 101/102  live cut-overs completed.   Core subsystem �  Second data centre Go Live Preparation underway and tracking for cutover mid-November. Final phase of control centres implementation tracking to mid-december completion . Dispatcher system planning, design of the new system underway."
Q1 22-23,Department of Transport,DOT,2931,Human Capital Management (HCM) Project,Transport and Vehicles,"Customer Initiated Assistance,Human Capital / Workforce Management ,Human Resources,Tracking and Workflow",To lead the implementation of SAP SuccessFactors (including Payroll) for DoT as the initial tranche of the broader WoVG program managed by OneVPS.,Delivery,Efficiency/Productivity (Non Financial),,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),03-02-20,30-06-20,30-07-21,02-08-21,$0,,09-08-21,,04-07-22,31-01-23,$0,"$25,858,946",Amber,Green,Amber,Amber,Red,The overall status is red due to schedule issues resulting from external dependencies. Key priorities are being tracked on a weekly basis across all stakeholders.
Q1 22-23,South West Alliance of Rural Health,SWARH,2932,SWARH Windows 2003/2008 Server Refresh and SQL server uplift,Health,"Data Management,Development and Integration ,Systems Management",To move SWARH and Barwon Health applications and services from Windows 2003/2008 to a supported environment. This will address the risk of operating in a legacy environment.,Closed - Completed,"Compliance (Non Financial), Risk Reduction (Non Financial)",30-09-22,PMBoK,30-03-20,30-05-20,,30-05-20,"$60,000",,22-06-20,30-09-20,24-12-20,31-07-22,"$2,664,660","$2,664,660",Amber,Amber,Amber,Green,Green,Project complete. Remaining 03/08 servers are being managed in other projects. These will be tracked and reported centrally.
Q1 22-23,WorkSafe Victoria,WorkSafe,2937,ACCS eCAM Replacement,Government and Economy,Customer Relationship Management,"Replacement of eCam and Lotus Note systems with SalesForce, and associated applications to manage conciliation cases. Benefits realised include significant reduction in manual effort, improved usability as well as reducing legacy system dependencies.",Postponed,"Compliance (Non Financial), Efficiency/Productivity (Non Financial), Workforce Satisfaction (Non Financial)",17-06-22,PMBoK,03-02-20,30-06-20,12-02-21,26-02-21,$0,"$1,278,689",26-02-21,,30-07-21,31-03-22,"$4,642,607",,Red,Red,Red,Red,Red,"Overall the project's build activities have taken longer than originally
anticipated due to project complexity. Steering Committee decision is
to pause the project and conduct a thorough gap analysis of the build
so far. The gap analysis and project has been placed on hold so that
resources can focus on delivering the system for an arbitration service."
Q1 22-23,Greater Western Water Corporation,GW Water,2939,Billing and Collection,Environment and Water,"Assets/Materials Management,Customer Initiated Assistance,Customer Preferences,Customer Relationship Management,Data Management,Development and Integration ,Document Management ,Financial Management,Knowledge Management ,Management of Process ,Records Management ,Reporting ,Routing and Scheduling,Tracking and Workflow",Replacement of the core Billing and Collections system with a modern �fit-for-purpose� solution to allow GWW to better serve our customers and bring operational efficiencies,Delivery,"Cost Reduction (Financial), Customer Satisfaction (Non Financial), Risk Reduction (Non Financial), Workforce Satisfaction (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),23-09-19,31-01-21,25-05-21,25-05-21,"$790,000","$4,575,000",25-05-21,,30-06-23,31-03-24,"$39,965,000","$70,726,134",Green,Green,Green,Green,Amber,The program is approaching the end of detailed design and is turned Amber owing to a need to reconfirm scope and schedule. This revalidation will take place next quarter.
